# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
-72.4138285823 -166.527845412 0.555129400345 523269 2205979 1644892 3867770
-73.2741470828 -166.162003963 0.413425450241 522343 2205261 1608844 3804273
-74.1399615362 -165.803261848 0.357162750547 519826 2206451 1504094 3774442
-75.063117053 -165.431181191 0.995608006842 517689 2205307 1637265 3684320
-75.881285519 -165.113332496 0.98388427003 516336 2207264 1615804 3811523
-76.7447615592 -164.781750469 0.742846318249 514559 2210579 1790105 3795137
-77.5050486947 -164.499381604 0.58361149336 515371 2212887 1732889 3971371
-78.3403960312 -164.19177549 0.734570706103 513512 2214186 1389899 3915400
-79.3746732603 -163.822240583 0.949603504242 512275 2215679 1264899 3573940
-80.4116803354 -163.45648066 0.576898989775 510020 2215145 1541533 3448452
-81.2246203183 -163.184214289 0.30419915155 508441 2216973 1611360 3726807
-82.0691826433 -162.904125023 0.676410041231 506795 2218466 1760439 3798182
-82.8464206138 -162.65173794 0.757727689063 504879 2216526 0 0
